,Unnamed: 0,Unnamed: 0.1,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
2844,2844,2844,https://www.vivino.com/falua-tinto/w/1262484?year=2015&amp;price_id=12939765,Falua,Tinto 2015,Red wine,Tejo,Portugal,3.5,35 ratings,24.55,"Community reviews
Expectations were higher...
Like
Comment
Morten Harket
216 ratings
Rated the 2014 vintage on May 28, 2016
Complex fruity nose: black currant, cranberry, dark berries, tea. Good balance, rounded ripen tannins, soft and juicy. Long aftertaste. Interesting wine. Like it! 16.0
Like
Comments (1)
Maxim Ivanovsky
419 ratings
Rated the 2011 vintage on Jan 27, 2015
mild black currant with vanilla and balsamic touch. good choice for meet
Like
Comment
Anton Tunin
1400 ratings
Rated the 2013 vintage on Jan 23, 2016
Show more reviews","Cabernet Sauvignon, Tempranillo, Touriga Franca, Castelao
","Southern Portugal Red
","Beef, Pasta, Veal, Poultry"
2845,2845,2845,https://www.vivino.com/ar-bodega-finca-las-moras-tulum-gran-syrah/w/2780392?year=2008&amp;price_id=595204,Bodega Finca Las Moras,Tulum Gran Syrah 2008,Red wine,San Juan,Argentina,4.1,42 ratings,32.28,"Community reviews
The very first of the horizontal tasting among the different Las Moras ""clos"". Bright red rubi of moderate intensity, Flowers and fresh red fruits with a somewhat ""earthy"" character. Mid boddied, correct acidit, lack of strenght on palate, and complexity in terms of length. 83 GGP
Like
Comments (2)
Gustavo Guagliardi Pacheco
1774 ratings
Rated the 2011 vintage on Jul 19, 2015
Um dos topos de linha da Las Moras, somente importante ressaltar que a variação de preço dele é gritante de um lugar pra outro. Vale pesquisar. Bom, mas falando de vinho... Coloração rubi médio com translucidez visível. Tem uma cor similar a sucos de uva integral. Lágrimas finas mas bem longas. No aroma é muito bom. Frutas vermelhas e negras maduras, muitas especiarias, tabaco e madeira evidentes, fechando com bom floral. Paladar seco e com boa acidez. Álcool quase perfeito e final longo. 👌
Like
Comments (1)
Renan Meneghin
946 ratings
Rated on Sep 12, 2017
Valle de Tulum, Valle del Zonda e Valle del Pedernal 650, 800 e 1300 metros A expressão máxima da syrah . O que eu mais gostei foi o zonda, com maturidade e complexidade a mostra. Especiarias e notas herbáceas O mais evoluído dos 3 vinhos Grande persistência aromática nos 3 vinhos
Like
Comments (1)
""VFBorbolét
6268 ratings
Rated on Dec 23, 2018
Show more reviews","Shiraz/Syrah
","Argentinian Syrah
","Beef, Lamb, Game (deer, venison), Poultry"
2846,2846,2846,https://www.vivino.com/fr-ferrari-c-ferrari-irancy/w/1370604?year=N.V.&amp;price_id=18324850,C Ferrari - Domaine Saint Germain,Irancy N.V.,Red wine,Irancy,France,3.5,326 ratings,60.18,"Community reviews
Nose is crisp with flashes of cassis. The flavor profile follows in suit with notes of cassis, prune, black cherry and a robust burst of smoke on the tail end. The tannins are present, but more mild compared to most French wines I’ve tried. She’s strikingly light and smooth with mild acidity as well. The tannins are more present than the acid structure suggests. They have a “zing” on the finish that is delightful. A very solid bottle!
Like
Comment
Chad Witecy
238 ratings
Rated the 2015 vintage on May 9, 2019
This wine from Irancy is one of my best wine bye ever. I
Like
Comment
Torben Rimmer
558 ratings
Rated the 2015 vintage on May 5, 2018
Fresh understated Chablis missing that extra something.
Like
Comment
Sean Black
587 ratings
Rated the 2012 vintage on May 8, 2014
Show more reviews","Pinot Noir
","Burgundy Red
","Beef, Veal, Game (deer, venison), Poultry"
2847,2847,2847,https://www.vivino.com/kompassus-reserva-branco/w/3751066?year=2012&amp;price_id=19017209,Kompassus,Reserva Branco 2012,White wine,Bairrada,Portugal,3.7,41 ratings,36.93,"Community reviews
Pale. Lemon/ Med+ intensity. Acacia. Pear. Lemon. Grass. Mint. Fennel. Wet stone. White pepper. Flint. Toast. Petrol. Developing/ Dry. High acidity. Med OH. Med+ body. Med+ flavour. Med+ finish
Like
Comment
Guille Irsermo
2566 ratings
Rated the 2013 vintage on Apr 22, 2017
Mineral aroma, with wood notes. In te mouth prevail the ripe fruit, maybe too marked by the wood. Elegant body and acidity. End of the mouth wih spicy notes.
Like
Comment
José Tavares
604 ratings
Rated the 2016 vintage on Nov 3, 2018
ENOTECA DECANTER SP. GLASS WINE TASTING. 3.7 Nice white blend (Arinto e Bical), intense citrine-yellow colour, aromatic, lime, orange skin, white fruits, citric, light toast, good freshness, envolved and easygoing finish. ENOTECA DECANTER SP. Prova em taça. 3.7 Belo corte da Bairrada (Arinto e Bical). Amarelo citrino intenso, aromático, casca de laranja, lima, frutas brancas, cítrico, leve tosta, bom frescor, evoluído sem perder vivacidade, final atraente.
Like
Comments (32)
MARCELO BRANDÃO
6171 ratings
Rated the 2013 vintage on Dec 5, 2018
Show more reviews","Arinto de Bucelas, Bical
","Northern Portugal White
","Shellfish, Appetizers and snacks, Lean fish, Cured Meat"
2849,2849,2849,https://www.vivino.com/ar-bodega-finca-las-moras-intis-sauvignon-blanc/w/1372845?year=2016&amp;price_id=11224037,Bodega Finca Las Moras,Intis Sauvignon Blanc 2016,White wine,San Juan,Argentina,3.2,113 ratings,17.15,"Community reviews
Ok, we've opened up this SB from Argentina as well, just to compare it with SB's from Chile. Different definetly. It is somehow more outspoken fruity then SB's from Chile, which is most of the time the case with SB's from Argentina. But this one is a bit more crisp and higher in the acid's. Still very nice though! Easy going white for a wide audience again. A well deserved 3.0 star + an extra 0.5 for it's price! 3.5 in total! Enjoy Easter everybody!
Like
Comment
Koen Bitter
1883 ratings
Rated the 2015 vintage on Mar 26, 2016
Acidez acima do ideal.
Like
Comment
Claudio Castilho
848 ratings
Rated the 2015 vintage on Oct 29, 2017
Not bad. Just what you may expect from Sauvignon Blanc
Like
Comment
Dmitriy Vetlugin
130 ratings
Rated on Apr 9, 2019
Show more reviews","Sauvignon Blanc
","Argentinian Sauvignon Blanc
","Shellfish, Vegetarian, Goat cheese"
2850,2850,2850,https://www.vivino.com/horst-sauer-escherndorfer-furstenberg-muller-thurgau-kabinett-trocken/w/1234078?year=2010&amp;price_id=595490,Horst Sauer,Escherndorfer Fürstenberg Müller Thurgau Kabinett Trocken 2010,White wine,Escherndorf,Germany,4.0,40 ratings,29.55,"Community reviews
Coloração amarelo ouro nos leva a crer que vem pela frente um exemplar adocicado e maduro! Ledo engano, no olfato herbáceo, com nuances de pêssego e florais. Na boca o pêssego é bem acentuado, com leveza e álcool super equilibrado esse vinho tem o álcool na medida (11,5%), retrogosto prolongado e ótima persistência!
Like
Comment
Rafael Andrade
591 ratings
Rated on Feb 5, 2017
Muito bom vinho. Aromas de pêssegos, maça verde, frutas cítricas, florais e erva-doce. Na boca é frutado, leve, seco, refrescante e álcool bem equilibrado. Final agradável de boa persistência. Feliz Natal! Saúde!
Like
Comments (6)
Roberto Sakaguti
1662 ratings
Rated on Dec 24, 2015
Cor amarelo dourado intenso, com leves tons esverdeados. No nariz, perfume levemente adocicado, lembrando mel e flores do campo. Na boca, leve, seco, com extrema mineralidade, longa permanência de sabores frutados. Um vinho excelente para um dia quente, acompanhando ostras frescas e ostras gratinadas com roquefort e pera, à beira da baía sul de Floripa!
Like
Comment
Vilela
442 ratings
Rated on Apr 11, 2015
Show more reviews","Müller-Thurgau
","German Müller Thurgau
","Shellfish, Spicy food, Vegetarian, Appetizers and snacks, Lean fish"
2851,2851,2851,https://www.vivino.com/trabucchi-recioto-della-valpolicella/w/1226935?year=2006&amp;price_id=11133035,Trabucchi d'Illasi,Recioto della Valpolicella 2006,Red wine,Recioto della Valpolicella,Italy,4.3,55 ratings,49.75,"Community reviews
Reach&deep aroma of liquorised DFB, later comes some herbs. Full&roundish palate. Balance is very good with enough acidity against sugar, mild tannins&full body.
Like
Comment
Alexander Kharlamov
1356 ratings
Rated on Jul 25, 2018
Awesome dessert wine.
Like
Comments (1)
K T
1182 ratings
Rated on Oct 15, 2017
This wine was chosen to best sweet wine in italy for the 2005 vintage, the 2006 is just as good. The grapes are dried +6 months and the effect is a full bodied sweet wine that cries out for large glasses and more bottles. The price is around 50€ 1/2 bottle but it is worth it. Best recioto i have had the pleasure of trying
Like
Comment
Peter Strom
102 ratings
Rated on Feb 8, 2014
Show more reviews","Corvina, Rondinella, Corvinone, Oseleta
","Italian Valpolicella Red
","Beef, Pasta, Veal, Poultry"
2852,2852,2852,https://www.vivino.com/talo-primitivo-merlot/w/2402719?year=2017&amp;price_id=17123143,Talò,Primitivo - Merlot 2017,Red wine,Tarantino,Italy,4.1,492 ratings,28.73,"Community reviews
4.4 Wonderful this primitive! Oak, cherry, blueberry, plum and vanilla. Very soft and smooth with tannins and acidity in the point. Good structure and In the mouth very intense 4.4 Maravilhoso esse primitivo! Carvalho, cereja, mirtilo, ameixa e baunilha. Muito macio e suave com taninos e acidez no ponto. Boa estrutura e na boca muito intenso
Like
Comment
Marcelo Caseira
1180 ratings
Rated on Feb 3, 2019
Awesome wine... the best i ve tried in the year by far, its really smooth despite being a 2017 one, and surely is better than great most wines at the same price range. Even a little higher range.
Like
Comment
Daniel Bozza
133 ratings
Rated on Feb 27, 2019
4.2 Very interessant blend 50% Merlot : 50% Primitivo 👃 compote red and black fruits, chocolate 👅 Plums, blueberry, black currant, a bit cinnamon Velvet tannines Medium to long aftertaste Exellent price / quality ratio
Like
Comments (6)
Allute
422 ratings
Rated on Jan 6, 2019
Show more reviews","Merlot, Primitivo
","Southern Italy Red
","Beef, Pasta, Lamb
Alcohol
13.5%"
2853,2853,2853,https://www.vivino.com/farnese-fantini-montepulciano-d-abruzzo/w/1516013?year=2016&amp;price_id=18896545,Farnese,Fantini Montepulciano d'Abruzzo 2016,Red wine,Montepulciano d'Abruzzo,Italy,3.6,1780 ratings,21.75,"Community reviews
Citrus peel and oak on the nose. High grippy tannis, high acidity, dry, medium bodied. Complex dark fruit notes woth a great finish. Acidity is high without being harsh and makes a great simple dinner wine. Highly recommended for its price range.
Like
Comment
Jakey Fausto
121 ratings
Rated on Feb 23, 2019
Dark garnet color; red and black berry nose; 13% ABV. Medium to full bodied 100% montepulciano d'abruzzo from 10-20 year old vines. Ripe cherries, plum, boysenberry, and vanilla. Paired beautifully with beef and sausage lasagna. Great QPR.
Like
Comments (2)
David
993 ratings
Rated on Nov 17, 2017
Para quem não tem um Brunello, vai deste Montepulciano D’abruzzo, vinho macio e taninos equilibrados, frutas negras, cor rubi claro, ótima persistência. Redondo. Curiosidade: este vinho é servido no Due Cuochi e Braz Trattoria in SP. For those who do not have a Brunello, I recomend this Montepulciano D'abruzzo, soft wine and balanced tannins, black fruits, light ruby color, great persistence. Round. Curiosity: this wine is served in the Due Cuochi and Braz Trattoria restaurant in São Paulo.
Like
Comment
Carlos e Aline Alcântara
915 ratings
Rated on Nov 22, 2017
Show more reviews","Montepulciano
","Italian Montepulciano d'Abruzzo
","Beef, Pasta, Veal, Pork
Alcohol
13%
Residual sugar
6 g/l
Allergy notice
sulfites, milk, egg"
2854,2854,2854,https://www.vivino.com/romaneira-tinto/w/1201755?year=2012&amp;price_id=18076797,Quinta da Romaneira,Tinto 2012,Red wine,Douro,Portugal,4.0,631 ratings,22.43,"Community reviews
(4.1*) Port and Douro Wine Tasting Sao Paulo 2018. My forth vintage of this tradition wine from Douro, every vintage is a different blend and in this year is composed by 75% Touriga Nacional, 15% Touriga Franca and 10% Tinto Cão aged for 14 months in French oak with 13,5% abv. Ruby-red colour, aromas of red fruits, leather and chocolate. On palate is full bodied and very firm with fine tannins and flavours of vanilla and cedar. Finished strong and ripe.
Like
Comments (7)
Rodrigo Sitta
4911 ratings
Rated on May 2, 2018
Blind tasting at Romans part 2... Wow, tonights my lucky night! Again I guesed grape, country and vintage correct ☺. This Douro has nice black cherry and current impressions. Lots of herbs and spices, black chocolate and rubber make it interesting. On palate dense, round, balanced with beautifully integrated oak, chocolate and herbs again. Nice 18/20.
Like
Comments (2)
Tobias Berg
829 ratings
Rated on Jun 14, 2016
Deep inky purple colour, full bodied, high acidity. Great fruit. First Douro and will be coming back for more!
Like
Comment
Matthew Tyrrell
318 ratings
Rated on Nov 28, 2018
Show more reviews","Touriga Nacional, Touriga Franca, Tinto Cao
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
13%
Allergy notice
sulfites"
2855,2855,2855,https://www.vivino.com/poggio-san-polo-rubio/w/1102044?year=2015&amp;price_id=16834983,Poggio San Polo,Rubio 2015,Red wine,Toscana,Italy,3.6,324 ratings,29.75,"Community reviews
Big fruit bouquet with blueberry, strawberry and dark berry. Gorgeous full mouth feel with strong structure. Finish gets a little but simple RVA
Like
Comment
Carrie Bandman
520 ratings
Rated on Apr 19, 2019
3.5. Tasting at Poggio San Polo (Poggio means hill, there's a lot of hills in Montalcino so a lot of wineries with Poggio in the name 😎). This winery is owned by Allegrini, much more famous for their wines in the Valpolicella region (Amarone etc). The Rubio is a blend of 85% Sangiovese, 10% Merlot, and 5% Cab Franc. No detailed notes.
Like
Comments (14)
Mike Benson
3553 ratings
Rated on Jul 24, 2018
Great blended red. Had it at a restaurant as their table red. Medium bodied, tannic, fruit forward. Great pairing with our rustic pizza and cesare salad. cherry pepper oak red fruit
Like
Comment
Jay Murphy
93 ratings
Rated on Apr 19, 2019
Show more reviews","Sangiovese
","Tuscan Red
","Beef, Lamb, Veal, Poultry, Cured Meat
Alcohol
13.5%"
2856,2856,2856,https://www.vivino.com/quinta-do-vallado-touriga-nacional/w/16966?year=2014&amp;price_id=10013815,Quinta do Vallado,Touriga Nacional 2014,Red wine,Douro,Portugal,4.0,925 ratings,74.81,"Community reviews
A dense, polished red, with mouthcoating layers of grilled plum, dried blackberry and currant fruit, underscored by savory spice and herb elements. Charcoal, licorice and dried floral aromas fill the firm finish.
Like
Comments (4)
Adrian Nyffeler
10579 ratings
Rated on Dec 29, 2016
The bad part is that you don't get much of nose from it. Starts beautifully with dark cherry but ends bit on sour. With food would be great
Like
Comment
Leo Golubovsky
229 ratings
Rated on May 19, 2017
Goes well with fish and meat. Somewhat of a weak nose but a decent strong flavor especially of black cherry followed by some oakiness
Like
Comment
Neil Brutman
191 ratings
Rated on Aug 25, 2018
Show more reviews","Touriga Nacional
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
14%"
2857,2857,2857,https://www.vivino.com/mouton-cadet-bordeaux/w/4113?year=2015&amp;price_id=15939352,Mouton Cadet,Bordeaux 2015,Red wine,Bordeaux,France,3.5,9594 ratings,34.98,"Community reviews
For $15 is hard to beat . Probably not age worthy but got all elements for a classic cab blend cherry earthy blackcurrant tobacco
Like
Comments (4)
Alan Wu
1229 ratings
Rated on Apr 28, 2019
Dry, black currant, sour cherry, vanilla and spicy notes, pleasant tannins and acidity, medium body and finish. Very good quality!
Like
Comment
Laszlo Gy
1082 ratings
Rated on Nov 30, 2018
Blueberry, blackberry and cherry notes. Jammy on the tongue with subtle liquorice and oak. Flat on the finish. Decent wine with the prize.
Like
Comment
Ryan Vols
560 ratings
Rated on Apr 27, 2018
Show more reviews","Cabernet Sauvignon, Cabernet Franc, Merlot
","Bordeaux Red
","Beef, Veal, Game (deer, venison), Poultry
Alcohol
13.5%
Residual sugar
1 g/l
Acidity
1 g/l
Allergy notice
sulfites, milk, egg
Best enjoyed between
- 2021"
